Customer ID,Age,Gender,Region,Purchase Frequency,Average Order Value,Product Category,Customer Feedback,Sentiment Score,Loyalty Program Level
eb1462c9-26b3-4fa4-80cd-80991f97a8cc,63,Female,Africa,25,124.98,Confectionery,Nation product floor person whom alone church officer pick cell pick return reality.,3.3,Silver
b1a79db4-11c8-4ccb-bee3-c632eff0f9bd,30,Female,Asia,40,193.53,Pet Care,Administration society reach many social authority always draw yes why learn investment.,1.2,Gold
b458bb51-3de2-4a8c-86e0-b59883d72350,50,Female,Asia,17,217.03,Confectionery,Size with because end themselves memory nation range social.,4.0,Platinum
1927995e-b547-4708-8b89-ceb85c9f5fda,34,Male,North America,39,24.71,Confectionery,Goal spring common east wife role.,1.2,Gold
05621e74-05a9-4f3c-b046-0749c889efa7,54,Female,Europe,50,275.8,Pet Care,Analysis week responsibility main through sign age place explain police alone appear another prove.,2.4,Silver
a57fcb5e-fde0-4ff1-8530-01ff6b3137b5,63,Male,Asia,36,83.33,Confectionery,Blue brother just eat mind understand hotel public individual could night so.,1.3,Silver
b5d40b7f-844b-4ed3-8e19-fcfb311e7089,69,Male,Asia,12,161.47,Beverages,American likely to concern value laugh.,1.8,Bronze
a5e2aadb-c863-4a13-809a-bdcabb3ac198,27,Male,South America,48,187.67,Confectionery,Hour by treatment wear size add individual goal summer play someone off.,1.8,Platinum
e201d417-ba61-4b78-b170-0258a357f6d1,34,Female,North America,29,55.03,Dairy Products,Player condition lay matter out story environmental end nice.,3.8,Gold
c0ea5f17-3d6a-428c-8ee9-ce79dbfe2644,47,Male,Europe,31,450.1,Beverages,Positive travel box move wind option building surface image treatment almost.,2.8,Gold
aac92482-e619-4134-b285-768b658988a7,46,Male,North America,10,374.46,Pet Care,Democratic war fish drop important main page sit.,1.9,Platinum
6ee1c771-0566-40b6-9f1e-ddec6f75769f,20,Male,Europe,27,112.4,Beverages,Rule only discuss wonder environment assume fact sure.,4.9,Gold
ff240b38-707b-42f1-9cc3-012630929dc1,42,Male,Europe,39,153.49,Prepared Foods,Respond face bill teacher tough radio order look manager easy.,1.1,Silver
82c40415-b8b4-47cc-ae52-bc9814e85cc1,54,Female,South America,23,441.18,Dairy Products,This likely space social deal include up.,4.9,Platinum
5d174c77-907d-41d1-b6ce-42809c2bc82a,23,Female,North America,19,329.39,Beverages,Career score modern foreign gas hit issue line themselves society letter off another.,2.2,Silver
b60890d1-c766-4536-a245-13a4ddef1b3a,24,Female,North America,50,428.94,Dairy Products,Plant generation street science her plant top north life.,4.2,Platinum
0d3d6376-4fa6-4da9-93de-59ab5278fbc4,30,Female,North America,50,174.73,Pet Care,Rest food forward people activity stop international safe reduce expect cut.,1.3,Platinum
30a0236b-239d-48cf-9524-30f0abcf77f5,24,Female,Africa,8,305.73,Beverages,Piece most check keep deal mention final particular development alone.,3.4,Gold
d7fc8d59-c34f-443b-bbae-c30660dc6c6b,62,Female,North America,39,185.68,Pet Care,Step available only suggest future another staff new woman section president fear.,2.5,Platinum
988756f7-831c-4e9c-87e4-0b4ad8e0bdeb,61,Male,North America,4,483.74,Confectionery,Eight politics per work might court organization my.,3.0,Bronze
99f9c5ec-e338-4e12-97c0-a0f3f4cd8657,38,Male,North America,12,286.17,Prepared Foods,Customer indicate parent oil himself pass young.,4.6,Platinum
00dfd49d-ba36-4461-a55b-e64705645d17,27,Male,North America,14,399.33,Confectionery,Perform read consumer region daughter this visit bit there happy while trade improve.,2.2,Platinum
d719ac46-016b-4ee0-9690-470ff9b17185,48,Male,Europe,40,105.83,Confectionery,Per yard argue prevent data store loss pass.,3.0,Bronze
1fc1e349-359d-4a19-842e-d563180e2b1b,55,Male,Asia,49,442.79,Prepared Foods,Particular movie throughout window home meeting enjoy prepare should almost.,1.6,Bronze
83e63292-74f5-4e9f-af1a-1e8a9ef55a1d,21,Male,Africa,3,193.51,Confectionery,Should scientist so fine this point member enough event boy safe.,3.2,Bronze
111041fb-9b9c-457a-80e8-26d4ef3a82a1,52,Female,Asia,35,219.6,Beverages,Thought article ten sound but threat trial.,4.4,Bronze
2f6c95d1-6ff2-487b-a4cf-86fd6fc62ebf,52,Male,Europe,7,155.71,Beverages,Join value modern spend sister option.,4.1,Gold
53fcb8b3-7a1d-4445-91ef-ffcc65721638,47,Male,South America,12,492.19,Confectionery,Study bad ready military note successful environmental impact design score.,1.0,Platinum
4da2b4f1-e4bc-459a-acc6-3869b5293bd8,68,Male,South America,33,222.1,Beverages,Deep prepare have resource over or visit affect product.,2.3,Silver
fc90e29e-d747-47f8-adcc-9e4d58f06419,24,Female,Asia,41,350.12,Pet Care,General manage movie sing career push.,2.4,Platinum
d44c00d4-4a92-4d47-9221-5111077d3cc5,45,Female,Europe,50,96.25,Pet Care,Movie drug organization hot rock tell between exist economic need sister cup popular.,2.4,Bronze
e88d036a-b06a-45b8-968f-957f397de874,38,Male,Asia,3,181.05,Dairy Products,For civil continue very eight matter way more doctor sea scientist practice drug.,3.4,Platinum
074bcf36-8a49-4f44-b2fa-43056349ef87,34,Female,South America,29,186.76,Confectionery,Suffer analysis true play election evidence high concern on.,3.8,Platinum
8eec1e04-6988-46f9-a3ee-a152cfb53ad8,28,Male,Asia,22,168.7,Prepared Foods,Believe protect nor area next check.,2.9,Gold
7659aa89-a0dc-4e37-adaa-99aae3b97546,54,Female,Asia,1,465.71,Dairy Products,Economy back entire type prove happen available wrong pay media card fund.,4.2,Platinum
e599783c-22e4-4d78-ae71-8eac389c4a7e,36,Male,North America,30,263.05,Prepared Foods,Audience where include event music culture trip accept across minute ago.,1.5,Silver
b4f735a8-ce1f-4fdd-905f-6a15d1fe2575,69,Male,Europe,3,380.49,Prepared Foods,Position major while glass why but score.,2.2,Gold
48c774af-aa38-4fd5-9653-f9680749ee12,64,Female,South America,1,439.63,Pet Care,Both want cut experience on right trip six red management attention.,1.9,Bronze
f89f2182-50bd-44e8-bdfd-02e8c8ce511c,33,Female,Africa,8,98.47,Prepared Foods,Quite determine speech management especially able wish speak hour.,1.2,Gold
6fd50f16-550e-427b-9d83-c88e4d866ff5,64,Male,Africa,23,324.19,Confectionery,Situation stay church bill floor necessary she wish break.,2.7,Gold
38df9538-0176-409e-95ff-a0d492dcf262,32,Male,North America,43,160.47,Beverages,Control guess attorney red during air bad.,1.5,Silver
40952210-8fef-4b24-9470-b26e728c32c4,43,Male,Europe,26,262.4,Prepared Foods,Standard easy floor government matter anything rock movement recognize despite laugh approach.,1.5,Platinum
97b95c97-88f5-42fe-8f52-d4b2cc4948d7,41,Female,Europe,4,455.21,Pet Care,Sound second crime happen window bed summer difficult thought.,1.6,Silver
c3ab9c8a-0611-4cbc-994d-5b91edea5c91,69,Female,North America,13,318.68,Dairy Products,Size kid avoid little outside option true.,1.1,Platinum
6da61503-6294-4074-b189-8df2782b9b11,67,Male,Europe,8,93.78,Beverages,Fish though would stage street into.,4.9,Platinum
1ba463b4-2fef-43f8-a74b-32d4f358159a,42,Female,Europe,42,121.01,Dairy Products,Also too trouble tend technology scene issue public fill leader.,4.8,Platinum
fd519dc6-a25a-4320-89d7-973f4fcb88c5,42,Female,Europe,30,437.51,Dairy Products,Edge standard nor structure open Congress condition stop respond your vote or worker.,3.3,Platinum
1b29231c-2a4c-42fe-8f53-8125b35c9d0e,52,Female,Asia,33,469.32,Confectionery,Create stand beautiful history pass close.,4.3,Platinum
5854daf6-5563-4b0b-95b6-197fcdaca856,53,Female,Europe,48,209.54,Dairy Products,Physical turn though save maybe argue current official letter.,1.5,Platinum
1296ce9b-ff44-4710-8f5f-bca0ba39ef48,58,Female,North America,13,76.96,Confectionery,Left space physical method memory five.,3.9,Platinum
0aca5814-18f9-47c0-833e-8487f23266ec,61,Male,Asia,31,442.27,Pet Care,Special religious quite both national impact serve your again sport both.,3.8,Platinum
a29523b1-e0f1-4cae-94c3-350e39fba80f,41,Female,Africa,5,227.3,Confectionery,Rather hold forget Mrs consumer beat.,1.9,Gold
8582416a-cc40-4164-9cdc-9121c4247a35,58,Male,Africa,33,474.52,Dairy Products,Customer dinner there should special identify reason although federal list man decision.,2.4,Gold
d910c666-e259-4af8-8746-2142c54cbe65,22,Male,Africa,16,484.41,Beverages,Job whose issue sense four cup.,4.2,Silver
6e6fea5b-94d1-4194-8d66-e9abf54b6f1c,49,Female,Europe,26,105.21,Beverages,Ball TV alone affect continue something early check discuss determine star.,3.3,Platinum
45a52a35-72e0-4cf0-a41f-8f57022ed0d2,50,Female,Europe,49,97.22,Dairy Products,Boy glass hundred kitchen save watch.,3.7,Platinum
ad837886-8b64-4c34-aa03-d02af9a123f9,39,Female,North America,37,308.96,Dairy Products,Site game receive cup once down quickly ball main student myself ago former.,2.6,Platinum
a535c423-d3ea-45bc-8c6a-8beb1b779e3a,20,Male,North America,18,302.51,Pet Care,Others condition him sell model like stuff future.,2.8,Silver
29669ed1-dee0-42af-b6e8-74d5fb6124c9,52,Female,North America,22,381.79,Dairy Products,Think answer news garden experience court.,1.3,Silver
b7a2dfbc-6ac2-4511-9208-237413596372,47,Female,Asia,31,477.04,Prepared Foods,Look reflect total north last paper TV movie specific.,1.1,Bronze
0122fe79-fc7c-4903-9615-fb85b4fc90da,48,Female,North America,49,127.85,Confectionery,Level quickly notice why strategy try year star away protect win.,3.6,Bronze
bf4b46d7-b147-4bf3-a889-75ad56d7ec76,58,Male,South America,30,289.35,Beverages,Poor artist entire drop expect she run current lawyer wish each shoulder show.,4.4,Gold
dd08859e-1812-40be-bfde-10ad3baf22e0,66,Female,Asia,20,482.54,Beverages,Deep blue concern bit answer a exist everybody.,2.9,Gold
92bb4890-a491-4dd0-9864-998fdcaffdbf,41,Male,Asia,42,245.58,Prepared Foods,Window probably increase involve concern option him car.,4.7,Gold
417203bc-c627-43d5-8114-b71edc948d1c,36,Female,North America,15,371.54,Beverages,Sure cell success education enjoy away Mrs stand.,1.6,Platinum
60ef9905-455e-4b52-b001-5242fddf637b,54,Female,North America,38,125.26,Confectionery,Check best culture agency always half.,2.9,Bronze
220a908e-ee88-4fa6-95d3-7ac5d8800368,27,Male,North America,37,199.14,Pet Care,Already author continue parent father hold mother business.,2.5,Bronze
df495b32-b5af-44d2-938f-ed1fbac998a0,67,Female,Asia,4,43.68,Dairy Products,Try positive bed south score team trouble.,1.2,Gold
f5b25ee8-6c87-4868-8658-9f6b8f8b2cad,46,Male,North America,2,424.59,Pet Care,My outside reflect view yet surface important plan ahead instead southern woman.,3.4,Silver
d6777b2e-5ba0-4599-a2cd-c9aabf04987a,70,Female,South America,15,370.22,Prepared Foods,Remember and lot clearly brother indicate free bill.,3.8,Platinum
bdd90528-9340-49ff-abea-3018b6683de7,45,Female,South America,27,328.24,Prepared Foods,Lot present nice career science act.,2.3,Gold
f89454c1-c2ab-463d-a102-6f236919542d,62,Female,Europe,17,285.29,Confectionery,Every conference financial probably six it.,1.1,Bronze
fbac03cf-0225-4216-a936-d23c9d2b5af0,40,Male,North America,45,24.84,Dairy Products,Mind herself work soldier just suffer dog new weight.,2.7,Gold
18e363e6-028e-4665-9aef-73da79a910f0,35,Female,Africa,47,486.56,Confectionery,Including senior listen I kitchen yeah ground tonight great.,2.8,Bronze
a56031bc-69d4-46e3-b05a-8c73af55c222,62,Male,Africa,1,222.53,Prepared Foods,Suddenly subject determine surface country factor seat investment money spring agree.,3.7,Silver
3aa59bbd-1c4b-4883-a325-7539c4cbf0be,19,Male,Asia,1,131.47,Confectionery,Five culture idea reveal game early ready those daughter because two.,2.8,Platinum
a38cc4c6-bc78-4669-a099-72c6553eb304,59,Female,Africa,5,243.81,Pet Care,Poor her understand spend region push bank board box detail commercial.,1.5,Gold
21c3d7b7-5de6-46bc-9c13-cedbf27210f3,26,Female,Africa,44,119.44,Beverages,Box between standard modern score to part bar brother.,2.0,Silver
dd3d1bba-2760-4f37-9398-cb7b21d8e801,43,Female,North America,1,281.3,Confectionery,Away somebody mean specific whose always administration large just return.,1.7,Gold
f2487198-8f42-4994-965b-3823321d3db5,34,Male,Africa,14,323.46,Confectionery,Difficult customer know all often human travel low fall.,3.9,Platinum
7aafabaf-4227-4275-a921-d5831f9da10a,30,Male,Africa,16,294.04,Prepared Foods,Among western piece expert know federal.,2.8,Gold
cb2f3ca6-ca35-4f8e-b082-217cd678abd0,39,Male,North America,27,315.2,Dairy Products,Could key partner wait positive east cold read force new six how.,3.1,Gold
4e16bac4-10aa-4525-a1d9-b7eda0b3a048,36,Male,South America,4,110.27,Confectionery,Certainly people food daughter brother box character big foot concern music answer receive.,1.4,Silver
1efb3ea7-3502-4ba5-8d5e-4c8f6d310b76,27,Male,Europe,34,92.16,Pet Care,Sell perhaps east by after peace picture feeling rise season especially.,2.1,Silver
71f3888b-21fd-41aa-a22e-d9b2f551ea5c,62,Female,South America,4,114.27,Prepared Foods,Entire none risk traditional least particular true relationship issue media entire me.,4.5,Silver
6b3b53e5-19b9-47c1-bae2-fcff182c4a15,51,Male,South America,36,99.93,Pet Care,Rest southern your statement sea provide treatment space occur.,3.3,Bronze
e702975f-a190-488a-9cc3-8eda416f28d3,34,Female,Europe,19,221.35,Dairy Products,Data side during approach rise cold stuff high budget stop join around girl.,1.2,Bronze
4a9dae96-e886-472d-a551-9f3724d47f13,29,Female,South America,18,402.3,Beverages,Dinner expect sign nothing young treatment stop rule.,4.1,Gold
7e289c20-6727-498b-85fe-96eab71bfc01,64,Female,South America,1,199.91,Dairy Products,Any store whose really shoulder put him cultural interest.,4.5,Bronze
e03a272d-7364-4ee7-97bc-f6feb2d86fff,35,Male,Asia,45,83.22,Prepared Foods,Discover fire contain stock meet these red maintain remember.,1.0,Bronze
736d7c2c-4cf4-464f-9eb4-32f1aac2b9dc,47,Female,Asia,50,470.05,Confectionery,Outside reality able public you relate realize both.,1.5,Platinum
98e030af-359d-4f7b-a52a-55b0ec99b9df,30,Male,South America,29,473.83,Pet Care,Politics rock husband data discuss often future music close I likely spend affect.,2.5,Gold
662288b8-d52e-4fa1-93d6-ffc69f4ed15c,26,Female,South America,21,369.6,Prepared Foods,Dinner vote what pass as only catch tough.,3.6,Bronze
097cf39b-e1bf-4a31-8444-dc9fbccfe27c,54,Male,Africa,27,83.86,Pet Care,Read wonder start dark relationship ask eat sense.,3.0,Silver
6db4d5a1-e6b6-4e7b-825e-efaf43dc8bb3,54,Male,Europe,1,148.25,Dairy Products,Without always half outside establish might natural collection seem.,2.8,Platinum
a1f8e8e0-654e-4e3f-a13a-6c454f81639c,48,Female,Europe,43,289.99,Dairy Products,Must write all strong tell reduce give begin painting often miss.,3.1,Platinum
74180641-bf93-46b3-9a1d-b3965e8eade0,61,Male,South America,48,318.97,Prepared Foods,Me focus life painting ask serve education series system road through.,4.7,Silver
ee4f8a75-d04c-4026-b9d6-2d50af85e18e,37,Female,Europe,20,484.7,Confectionery,Major accept reflect direction really likely they class window.,2.0,Silver
9508c5ad-f2ac-4d3c-9b32-195bb087f8eb,58,Female,Europe,38,108.15,Prepared Foods,Section baby hotel step present drug development nation.,4.2,Gold
4c89a9c1-351b-40f3-bcb6-930f21ec8a69,56,Female,South America,24,373.53,Prepared Foods,Somebody management care boy early stop remain thing decide own.,4.3,Gold
9bb5f14d-daef-47a9-9077-ddd6a595c668,20,Female,Europe,31,109.76,Pet Care,Evidence compare modern purpose home each resource center second last.,2.6,Silver
6e0cdd3e-7dc3-48ca-8c24-6cf87ab2f3cd,43,Male,Europe,32,407.3,Beverages,Reason court agreement heavy side second institution deal.,2.2,Silver
c811d146-cce1-4260-9078-d08d98f0bd2a,47,Male,Europe,25,361.12,Beverages,Prepare guess avoid effort rate spring.,2.1,Silver
f5062e45-afd3-4954-94fb-b611d0834d90,35,Male,Europe,28,85.9,Dairy Products,Trip sense it ready staff real soon hour focus job.,3.5,Bronze
d7d7d523-2d35-47c1-9647-3649e146d066,18,Male,North America,46,40.35,Beverages,Each likely city sense play land left.,4.7,Platinum
876673ea-4708-4df9-a021-e5fac5d8f24b,48,Male,Asia,41,313.7,Prepared Foods,Best ok also could amount focus glass.,2.0,Gold
5c2dc163-21fa-468a-baca-f88c6f66d2c5,20,Female,North America,19,484.7,Pet Care,Window suffer goal style fall throw different.,1.7,Bronze
17ef18dd-d31d-45d1-b850-4d6602c587c9,31,Female,South America,22,270.89,Pet Care,Middle series ball opportunity approach bag interest anything wall thousand himself.,4.4,Silver
5aacc636-7ad1-46cf-af59-d457102cb83d,33,Female,Asia,38,52.99,Prepared Foods,Meeting who ask task receive doctor without.,2.3,Platinum
e620ab89-63d4-42c9-a268-93f004d14bcd,67,Female,Europe,12,144.12,Prepared Foods,Prove religious never environment allow catch center billion kitchen would majority produce trip.,4.5,Gold
684042fd-23eb-4311-806a-88293c8a602e,63,Male,Africa,40,374.44,Prepared Foods,Little could every across thousand the go may who thousand.,2.3,Platinum
dc0cde6b-8597-4aa3-ba23-3a6e3a2a5fa9,27,Female,Africa,7,354.07,Confectionery,Pull argue continue home certain house laugh.,4.4,Bronze
9f0818fd-06bb-4f5d-a5c9-0d57c6bf1008,20,Female,North America,23,398.63,Pet Care,Themselves next floor other draw particular at apply financial author.,2.3,Silver
d322b708-517b-4149-a152-77c47baafa48,63,Female,North America,40,319.58,Pet Care,Building partner type down summer history her degree fill.,2.9,Silver
4d3dcd74-5ebf-46c3-93fa-af9cc7a03b02,32,Male,Africa,16,351.29,Dairy Products,Ahead either seem cost area hope should expect attention understand whose son.,2.3,Platinum
70f473d8-554a-46f4-b3c6-cb9b0ba9051f,51,Male,Africa,37,327.53,Beverages,Fly year kitchen job sell hotel fall strong.,1.4,Silver
297827bc-7800-4e1a-bf71-1f0e4c7932ba,69,Female,Asia,10,294.98,Prepared Foods,Detail catch still politics five capital close turn.,4.0,Silver
d8665734-5ee6-4c72-bb19-b4d001590cf0,20,Male,North America,11,187.45,Prepared Foods,Majority house finish skill music act then seven eat yet industry action image.,4.1,Platinum
610a0b15-2e1e-4079-909a-65a4aa121c0a,54,Female,Europe,20,96.75,Dairy Products,Plant significant pressure image myself rule city card history own.,1.0,Platinum
44690d37-a616-4d65-b454-e415a7426410,34,Male,South America,44,162.15,Pet Care,Popular lay thus question those toward leave thousand perform now.,3.0,Platinum
262d7128-fd36-42e6-baa2-e65c336cf962,48,Male,South America,48,279.22,Confectionery,Mind strategy let despite newspaper measure.,4.3,Platinum
44150ba6-81e2-4c8c-b5ad-e1e92140e608,21,Female,Europe,21,293.75,Prepared Foods,Response opportunity number dinner what member method attention spend look.,4.5,Gold
c7c0132a-2da4-4bfd-9abd-e86ac3c78512,61,Female,South America,29,145.44,Prepared Foods,Now notice current meeting set weight woman money.,2.6,Bronze
08716065-eecb-4d6f-a570-27f43730ef6b,36,Male,North America,50,267.61,Pet Care,Almost cover past record guy audience himself cost century piece suggest.,2.0,Platinum
857cca62-cb8d-46fd-9823-c9ddc3bca4da,30,Male,Asia,8,462.38,Beverages,Scientist themselves alone three successful series the option.,4.5,Silver
ccbbe197-a769-4bff-bf79-d18949516159,25,Male,South America,12,444.07,Prepared Foods,President American cold speech agency take soldier through evidence into tree of city.,3.8,Platinum
7534c896-fe5e-4f24-b48c-e4bf30d62f60,36,Male,South America,21,200.52,Confectionery,Natural Democrat bag almost improve rest cut than man sea recent fight.,3.8,Silver
59b32370-0769-49f3-8699-c3029bede15b,30,Female,Asia,19,260.63,Beverages,Plan college check dream late attack window past performance represent hundred four.,2.6,Gold
d2222a14-96e7-44e7-bdff-595b05c17a34,46,Male,South America,22,442.92,Dairy Products,To government either size garden out cup.,3.0,Silver
41d2a58c-cd1c-40b8-8217-441076518b80,36,Female,Africa,43,175.48,Prepared Foods,Onto avoid people game reason industry wrong thank.,2.3,Silver
9fe5bd52-2c76-4f06-8403-9b376134a7fa,34,Male,Asia,39,80.25,Prepared Foods,Suffer question necessary environment education doctor down ten impact.,2.8,Bronze
e0cb1475-911f-4081-ac90-35fb78d6bbe5,26,Female,South America,33,394.52,Prepared Foods,Run put more idea party walk kid public.,2.0,Bronze
978b13d4-df01-4a70-9e54-ec93ea80da1f,30,Male,South America,18,248.49,Confectionery,Meeting nice capital know person industry him own.,2.3,Bronze
c6f3264b-db3c-4eb3-8633-8f7685dafd1e,23,Male,North America,13,172.58,Dairy Products,Catch money long deal coach they.,4.7,Bronze
08b3de05-8942-4c36-a10e-1791eb0e183f,22,Male,Asia,4,470.31,Prepared Foods,Foot grow line pressure apply water television stop customer stand.,4.6,Bronze
04b50bf2-1874-430c-b325-9db87f51804c,50,Male,South America,28,255.42,Beverages,Account its road wrong employee not ask all before everyone.,2.4,Platinum
b2b9ff13-1975-4138-8024-42fcab043b9b,43,Male,Africa,2,46.7,Beverages,Rich experience same environment common goal collection program note our nearly.,4.6,Gold
1e052a64-99f2-4420-980f-8233e1261036,45,Male,Asia,16,261.76,Beverages,Image table wear whatever instead plan more everything attack mother character thousand.,4.8,Bronze
c3393cb3-e4c7-483d-a874-8a723802a76f,53,Male,Europe,50,89.19,Prepared Foods,Cup share realize late great bank difficult once.,3.0,Bronze
76ec8703-879f-448f-bd54-234662f3d098,36,Female,South America,44,107.79,Dairy Products,International continue north white should citizen move analysis.,1.2,Platinum
e43e0a67-03e4-4843-9913-e6fbf6c2cd60,52,Female,South America,10,159.32,Confectionery,Receive animal listen party unit put series behavior actually land indeed strategy machine do.,2.9,Silver
df215c97-99d2-40c2-8e04-a5010a74b003,59,Male,Africa,18,63.05,Beverages,Health help office old plan example lay.,3.0,Bronze
979c01ad-a235-4747-8816-b8dc05d5aa48,30,Female,South America,40,207.47,Pet Care,Pm soldier hand goal cold manager attention describe attention clearly.,4.1,Silver
75ea4b01-73e8-4560-8e86-2d94bb5eae10,66,Male,North America,38,352.36,Confectionery,Opportunity international fine political computer red voice small as sound.,4.3,Platinum
ff45b7fc-1171-4b86-9c83-45ee97b17530,42,Male,Europe,28,301.23,Confectionery,Remember mean little network better too body data machine you citizen high customer.,3.1,Platinum
0dad95f8-9cf0-4b3f-8a07-0ca163cd9c84,22,Male,Europe,34,105.55,Beverages,Else benefit national class against society ball property bring other in color American.,4.3,Bronze
279a8805-4f5f-4786-837c-4fcfb2f2a297,34,Female,South America,26,200.46,Prepared Foods,Seek pattern model mention computer push or audience discover.,4.5,Gold
0173c0ed-85f1-411d-baa0-7241bc386f93,44,Male,Asia,39,88.81,Confectionery,Voice assume account individual feeling question herself plan meet first standard east.,1.4,Silver
942512f5-c749-46d5-a773-d07c94969360,51,Male,South America,31,270.77,Pet Care,Admit point sense surface standard next live girl.,3.4,Gold
a37b3535-15bf-4aeb-add4-866f88ed0a4e,34,Female,North America,20,394.97,Dairy Products,Else oil happen surface of site talk appear cut.,4.6,Gold
678abc6c-a784-4074-b5bb-b9b970ffac99,60,Female,Asia,12,263.07,Confectionery,Again experience any range manage decide machine.,4.4,Bronze
8905da01-d3f6-46a6-9bf8-6d03b904a746,56,Female,North America,38,83.16,Prepared Foods,Quality popular management product watch sound physical other visit hand officer discover dinner.,3.1,Gold
cc84be6f-fbbb-4bfc-991c-f6b87bcbf3e3,63,Female,South America,27,263.18,Prepared Foods,Time pattern west budget girl it idea different sound job about.,1.5,Platinum
435e5d97-e287-43a3-a9a6-981d529cc052,63,Female,North America,27,421.81,Confectionery,Name study write same deep professor safe evidence offer.,2.4,Gold
6b578eb8-7d3d-4499-b16a-c1c1de700aa4,33,Male,Europe,30,59.53,Confectionery,Recently boy activity commercial become really attack by lead show financial alone.,4.5,Bronze
85951ca3-43ed-4682-96f6-9579e04d6254,70,Female,Europe,24,375.22,Beverages,Measure society last light win attorney loss before exist.,3.6,Bronze
5a4da8fe-d487-478d-a7e2-f7497c886bd5,41,Female,Asia,34,195.35,Confectionery,Travel chance of relationship key decide may brother executive election will save without.,1.4,Silver
2667f923-b3eb-46f4-9a2d-3785855bb991,20,Male,South America,14,373.56,Beverages,Help hotel human that everyone hour none foot.,4.1,Silver
479fe686-2c51-474a-9fb7-efad21ebc0d2,59,Male,Africa,46,464.94,Confectionery,Voice someone car how radio never attorney positive argue number low show prepare.,4.3,Platinum
2b4309ab-6475-4014-a153-0529d955dd22,29,Male,Africa,25,177.18,Confectionery,Happy candidate career report we himself nor consumer student.,3.8,Platinum
b0c02efb-4334-455f-92df-31f5b356de56,53,Male,Europe,9,93.27,Pet Care,Large himself meeting let almost stuff number image need word himself city.,1.5,Bronze
1cbccbf5-0ac8-4324-a072-91dd26b33eed,44,Female,North America,15,347.96,Prepared Foods,Pattern election culture century name southern site debate space state list.,2.6,Silver
fd93011a-ff5b-4b29-b697-663e1f0258cc,36,Male,Africa,14,100.11,Confectionery,Next often Democrat shoulder since good including.,3.9,Gold
51dd7d0d-5283-4e90-bd96-981daa14e34d,20,Male,North America,17,425.03,Confectionery,Head who side address nice personal.,1.7,Bronze
87a04c0a-172f-4e2f-b805-95e7f9e35b08,50,Male,Africa,27,257.89,Confectionery,Begin five second live quite two check.,1.1,Gold
ca1ce1dc-6ccd-4031-bf24-d190bd7f7eff,46,Female,North America,50,376.85,Pet Care,Indicate join likely do accept according receive challenge reflect side executive.,2.3,Gold
2f6282f5-a04a-410b-9bbe-e40a32efff0d,22,Female,North America,5,322.84,Pet Care,Throw letter business church bag about above wide rise interesting wait consider family.,4.5,Gold
5aea562b-4522-4781-bf2e-c05eb20fd965,70,Female,North America,25,421.58,Prepared Foods,Street family article church various often develop.,1.3,Gold
f0bd6db5-f4b2-427c-a951-8f2598106120,62,Female,Europe,1,275.92,Dairy Products,Radio simply like according show subject cause picture after discuss word.,2.4,Platinum
f692b3df-555b-413b-9a74-119751d6f79f,55,Male,North America,31,432.15,Beverages,Pick field partner hour stand always film left power style get.,1.1,Gold
455a6895-b1e0-4be8-a92c-343b4c64ea99,24,Male,Asia,40,311.14,Dairy Products,Born else raise address resource student early sport north five new.,1.4,Silver
42eb3462-714f-4801-8b52-65466c50bde5,56,Male,Europe,17,363.44,Dairy Products,Real help agree society party sound use space law.,1.6,Silver
3d45c1f6-92f9-424e-8a8c-8b6cbfbebb2b,35,Female,North America,31,107.03,Beverages,Create glass soldier fast receive anyone moment major fill language several remember example.,1.9,Platinum
8dbdd5ae-947a-4f9d-a9e6-3277cbcf74bd,42,Female,Asia,4,373.32,Dairy Products,One system mind ask success true significant line floor.,2.3,Gold
e92c1dec-075c-4060-ade1-22c7f5ca7d9b,49,Female,Asia,23,157.36,Dairy Products,Should score oil all establish school approach government success.,1.1,Silver
6b0fd3b1-963b-4e7b-b8d6-fe26570e4dd8,51,Male,Asia,11,94.78,Dairy Products,Structure anyone surface yes take employee not protect worker.,4.1,Silver
3a8dc4bd-30d9-4552-b400-cac703c4dbb0,21,Female,Europe,30,325.61,Pet Care,Require offer price green maintain form live example fine site we.,3.5,Bronze
0d3dc7ea-7082-4656-b1be-25b211369238,25,Male,Africa,40,424.66,Prepared Foods,Term artist sport international role color guess.,2.2,Silver
58d92410-9a83-40c3-b13e-0e2f719df970,59,Female,South America,48,381.13,Dairy Products,Into sound wall Mrs address not arrive get college network Democrat before.,1.4,Gold
baf7cf83-6bab-4365-8f17-f56e461a8d77,60,Female,North America,7,373.08,Dairy Products,Build consider listen north clear never modern.,2.0,Platinum
52daa5f4-1552-46d8-b3e1-c374937461d3,46,Female,Asia,3,223.87,Dairy Products,Player later hand than resource cost.,3.6,Gold
b6e4c0da-a881-4e02-be6e-1f0bbf2ee2e9,29,Female,Africa,42,264.79,Beverages,Production PM enter specific product debate cost cultural cause yeah.,2.7,Silver
bdec529c-ca6f-4fa7-8ace-15dc9252b1ed,66,Male,North America,7,77.74,Prepared Foods,Culture trade test garden memory soldier meet it process especially.,4.0,Silver
ad9a9646-cfe1-4105-8912-1716c8ac5bac,44,Male,Europe,45,127.51,Pet Care,Foot certain western manager meet voice authority left explain summer.,1.5,Silver
