Date,Region,Revenue,Cost,Budget,Actuals,Expense Category,Expense Amount,Cash Inflow,Cash Outflow,Forecasted Revenue,Forecasted Cost,Profit Margin,Cash Flow,Year,Month
2022-07-06,Dawnburgh,142747.52,287017.73,261399.13,314483.7,Sales,8480.34,172442.16,38084.26,471579.48,222857.79,-101.06670154409687,134357.9,2022,7
2022-12-15,Wallacetown,294930.54,210008.47,329891.61,96579.37,Salaries,4512.8,115182.77,14605.83,224637.13,278806.78,28.79392212145951,100576.94,2022,12
2023-12-02,Lake Ashley,498747.07,146672.44,167262.16,192123.41,Maintenance,3947.57,83056.6,126155.96,499253.01,161067.23,70.59181921610086,-43099.36,2023,12
2023-04-24,Port Jerrymouth,247724.95,204629.49,416526.59,295606.65,Maintenance,4354.21,137259.06,55080.76,300287.7,161965.69,17.396495589160484,82178.29999999999,2023,4
2024-02-19,East Connor,228893.72,148567.14,129371.76,398429.97,Miscellaneous,5430.33,122384.89,36283.41,349832.07,14737.71,35.09339618404558,86101.48,2024,2
2022-09-19,West Christina,21589.07,196065.53,412364.22,329978.15,Sales,3733.32,117414.92,120732.46,344292.06,177111.79,-808.1703380460576,-3317.540000000008,2022,9
2023-10-09,South Kathleen,442955.0,84071.94,219252.57,332660.12,Sales,5658.25,187365.61,145862.18,85823.24,72278.48,81.02020747028479,41503.42999999999,2023,10
2022-07-23,Grossport,363208.64,49227.6,101906.11,277237.91,Sales,1223.07,28965.26,129919.71,323576.39,126009.06,86.44646779327717,-100954.45000000001,2022,7
2023-05-28,Bowenport,383352.84,132964.6,327989.96,55875.77,Research and Development,1098.57,159195.56,124878.38,40982.92,98332.01,65.31534760509405,34317.17999999999,2023,5
2022-10-25,Hugheschester,302553.9,188228.79,355337.74,355922.43,Utilities,8466.23,110585.31,81700.37,277811.38,217473.56,37.78669189192405,28884.940000000002,2022,10
2024-04-07,East Tracy,464352.32,189742.77,450316.63,50678.12,Salaries,564.35,146535.99,69785.37,130536.04,271751.18,59.13818843416138,76750.62,2024,4
2023-05-01,Parkermouth,205629.96,282862.68,84651.45,455160.18,Miscellaneous,4484.09,191227.87,72893.37,342149.08,226799.43,-37.5590794259747,118334.5,2023,5
2024-02-11,South Ronaldside,203674.42,121796.24,379340.56,343656.03,Utilities,6837.58,99648.73,81217.6,22211.28,17170.58,40.20052198994847,18431.12999999999,2024,2
2023-03-04,North Katherine,251095.1,273838.74,209335.07,496557.66,Sales,3119.51,39746.98,23635.85,138987.32,205523.12,-9.057779303538773,16111.130000000005,2023,3
2023-02-28,West Vincent,212605.8,50975.43,402816.89,272170.02,Utilities,6733.86,9546.56,16898.82,437610.71,35616.94,76.02349982926148,-7352.26,2023,2
2024-03-17,East Blake,105835.53,118705.18,126159.46,479772.25,Miscellaneous,2725.53,34619.19,135116.7,310859.63,169472.4,-12.160046819815609,-100497.51000000001,2024,3
2022-09-17,New Clarence,95131.19,162634.6,249110.39,36060.29,Salaries,9676.58,27886.51,39493.32,448486.57,234539.85,-70.95823146961581,-11606.810000000001,2022,9
2024-02-14,Stephenstad,19578.71,102747.5,22480.65,380277.01,Maintenance,8704.78,129893.15,110761.88,72318.43,74919.68,-424.7919806769701,19131.26999999999,2024,2
2023-10-11,Thompsonport,314679.65,41478.51,249778.0,40552.18,Marketing,3504.03,109967.68,117182.35,360090.97,282400.77,86.81881399067274,-7214.670000000013,2023,10
2023-09-03,Danielhaven,499694.97,242512.85,354942.36,264873.4,Rent,8363.2,193892.0,19895.95,57869.2,186218.84,51.467822459769806,173996.05,2023,9
2022-12-29,South Sarahshire,261135.14,99402.84,377211.62,451013.46,Sales,779.48,72855.05,13080.57,212491.58,133941.66,61.93433024754922,59774.48,2022,12
2022-11-01,Danielfort,96854.54,70061.74,134720.0,52073.29,Sales,9551.16,89899.46,63068.91,402348.26,70044.91,27.662926280998278,26830.550000000003,2022,11
2023-06-06,Smithville,405575.56,257251.31,394399.37,200388.39,Sales,7645.49,56180.81,63929.43,78911.3,203440.37,36.57129882283834,-7748.620000000003,2023,6
2023-10-11,Cameronstad,162209.64,25009.68,384379.26,314447.98,Salaries,7580.58,169879.54,127903.16,314111.78,47511.89,84.5818781177247,41976.380000000005,2023,10
2023-12-27,Brittanyfurt,217425.44,287552.97,409190.72,119947.8,Research and Development,9290.61,151568.92,117221.99,418142.85,139956.46,-32.2535992108375,34346.93000000001,2023,12
2024-04-30,East Brett,334680.06,64979.03,253590.2,274109.85,Rent,8046.67,177731.18,39979.21,242222.41,226477.43,80.58473217675413,137751.97,2024,4
2024-04-29,Terriport,483863.87,113839.18,32443.36,390922.01,Marketing,9437.94,54136.02,125844.83,134613.55,109027.45,76.47289102201411,-71708.81,2024,4
2024-02-03,New David,308449.42,290899.79,207722.66,449618.29,Rent,6461.43,134934.5,30661.38,189666.83,89750.44,5.689629761664005,104273.12,2024,2
2023-04-20,West Michael,318740.86,113379.3,262149.54,72897.63,Utilities,4334.42,42867.64,21464.33,205410.02,52532.11,64.42900354852529,21403.309999999998,2023,4
2023-03-05,Port Kevin,23368.38,164657.87,221713.06,67011.23,Salaries,1776.62,59351.31,21672.92,193313.05,258241.45,-604.6182491041312,37678.39,2023,3
2023-10-28,Lake Danielshire,210008.15,46762.85,89641.36,371490.66,Miscellaneous,6346.94,85929.09,125442.12,454728.16,255651.93,77.73284036833809,-39513.03,2023,10
2023-12-28,North Elizabeth,362475.51,116723.45,233210.64,120885.75,Salaries,8230.3,134093.3,51645.84,405495.96,78437.85,67.79825208053366,82447.45999999999,2023,12
2023-04-03,South Jordanville,59607.82,114365.66,261406.55,440124.74,Research and Development,5112.21,53724.73,127021.05,166511.12,229693.65,-91.86351723649683,-73296.32,2023,4
2022-06-08,Greenton,340346.69,125839.52,476945.51,355483.27,Research and Development,5978.62,109055.37,56494.44,110228.59,168416.47,63.02607790896981,52560.92999999999,2022,6
2022-10-08,Michaelfort,108668.04,110153.82,232334.14,244175.06,Miscellaneous,6192.47,121145.41,23474.6,324367.17,265743.0,-1.3672649290444674,97670.81,2022,10
2023-07-18,Kylemouth,271898.8,288027.42,427432.22,135510.94,Utilities,1359.33,132412.23,59220.62,266876.57,284869.56,-5.931846701787576,73191.61000000002,2023,7
2022-09-17,Elizabethview,127422.76,120296.68,256037.58,97309.32,Miscellaneous,902.43,89160.65,47909.64,429353.89,155194.43,5.592470293376161,41251.009999999995,2022,9
2022-12-10,East Jodi,35588.55,127425.75,242901.63,350898.64,Rent,9053.65,169488.45,7401.92,368048.57,28743.41,-258.0526601954842,162086.53,2022,12
2022-07-16,Chapmanfort,320718.74,191147.68,306894.35,312292.4,Sales,3902.26,175601.26,130543.21,318575.28,88495.86,40.400214842450424,45058.05,2022,7
2023-01-03,Darylstad,178491.65,198998.47,286497.64,291575.93,Research and Development,5853.9,132970.33,61362.46,431814.05,165810.22,-11.4889520041974,71607.87,2023,1
2023-03-05,Port Paulaport,137956.93,11146.61,177562.5,275285.64,Sales,9423.99,199291.68,104266.95,51277.76,147217.88,91.92022466722042,95024.73,2023,3
2023-07-30,North Cynthiamouth,157357.49,189513.8,390686.08,485819.65,Salaries,8899.8,168341.98,101875.6,204560.63,203340.69,-20.435195045370893,66466.38,2023,7
2023-11-14,South Ericmouth,153405.01,263501.22,380326.09,258285.25,Marketing,9702.45,26286.51,125158.67,152849.9,50611.07,-71.76832751420567,-98872.16,2023,11
2023-12-24,Andrestown,89887.25,203274.95,225093.58,14935.68,Sales,1678.93,177680.92,58167.19,359653.62,249748.1,-126.14436418958196,119513.73000000001,2023,12
2024-01-20,Longshire,78263.17,198805.64,180476.58,223544.79,Marketing,5556.83,120422.05,63417.52,176887.97,68520.34,-154.02196205443764,57004.530000000006,2024,1
2022-12-13,West Taylor,472862.73,18283.34,376448.64,440761.02,Rent,8881.51,93654.19,3983.22,300868.34,130489.24,96.13347831409762,89670.97,2022,12
2022-11-27,Markbury,356387.82,64636.08,495767.75,27460.11,Research and Development,9092.53,75997.25,13441.26,53674.52,209872.46,81.86355526964978,62555.99,2022,11
2023-08-18,Barrybury,203007.8,35544.14,470225.42,348074.88,Maintenance,2870.9,94930.04,80445.91,347748.84,37915.96,82.4912441787951,14484.12999999999,2023,8
2023-11-23,South Josephside,85871.88,172562.26,225555.05,311797.76,Sales,5522.51,179765.19,127280.58,364149.43,19809.82,-100.95316417900715,52484.61,2023,11
2022-12-01,Baileyberg,386157.92,64185.81,60965.42,130127.82,Sales,2156.11,137908.48,87650.7,425869.17,70922.44,83.37835204830189,50257.78000000001,2022,12
2023-02-07,Wintersbury,308423.84,49295.35,78219.88,12026.33,Sales,2791.38,137906.74,149420.33,104661.46,99745.65,84.01701048790522,-11513.589999999997,2023,2
2023-11-09,Lake Brent,382981.89,95026.46,365240.57,55177.63,Sales,3364.51,122135.75,135697.14,119221.7,245908.07,75.1877406004759,-13561.390000000014,2023,11
2023-09-20,Woodhaven,276618.2,227989.31,430731.67,438278.16,Salaries,8397.2,9208.07,143535.91,194621.8,8947.7,17.579786868687602,-134327.84,2023,9
2022-11-01,North Melissa,206298.74,225961.22,442234.2,468390.98,Miscellaneous,9043.28,195299.27,3326.06,262216.99,84653.58,-9.531071299805326,191973.21,2022,11
2022-10-10,Dianaland,349462.08,280570.76,129649.23,273842.56,Salaries,4730.55,167534.28,61132.62,99813.18,141572.06,19.713532295120547,106401.66,2022,10
2024-02-09,Lake Haydenbury,116140.58,279817.83,438394.28,39815.45,Utilities,9505.52,111342.28,93201.29,362011.64,208312.57,-140.9302846601937,18140.990000000005,2024,2
2023-07-09,North Loriview,315321.32,77394.11,424277.4,124315.67,Miscellaneous,3206.89,151160.15,5748.53,282379.34,269235.5,75.45547824041839,145411.62,2023,7
2023-03-05,Lake Valerie,497440.74,236905.01,53593.34,278185.9,Research and Development,8392.03,107506.04,4455.88,411667.05,199031.28,52.375229660521974,103050.15999999999,2023,3
2023-03-06,East Josephville,302267.5,248668.41,202674.21,346472.26,Research and Development,3368.41,48538.59,57640.32,449798.95,150139.82,17.732336423862968,-9101.730000000003,2023,3
2024-05-27,Lake Barbarastad,419517.92,156807.12,317576.47,372034.64,Research and Development,4636.89,77572.83,125144.22,328542.67,285295.51,62.62206868302551,-47571.39,2024,5
2022-10-14,New Bonnieport,328700.87,81987.96,153589.41,399800.16,Salaries,8299.56,193959.57,9951.98,356407.04,22299.49,75.0569689699939,184007.59,2022,10
2024-03-14,South Christian,182818.72,81383.04,108272.79,93613.08,Miscellaneous,5734.55,181805.01,11323.26,417988.08,166942.37,55.48429613772594,170481.75,2024,3
2024-04-13,Brandonside,481285.63,28808.83,157004.5,443112.86,Sales,6806.04,137483.72,48013.85,257633.67,136465.8,94.01419277778976,89469.87,2024,4
2022-10-11,Lake Craig,135317.18,263354.68,350283.81,210472.81,Sales,9504.19,190839.53,136971.76,442154.39,288763.19,-94.62028398759124,53867.76999999999,2022,10
2023-03-05,Thompsonmouth,178032.32,90531.12,314409.79,396384.45,Sales,2197.18,83780.88,111285.98,372689.36,167464.12,49.14905338536284,-27505.09999999999,2023,3
2023-11-17,North Kimberlyberg,83555.02,126121.86,319260.53,258858.53,Marketing,4734.63,8838.41,133063.45,297895.29,252053.58,-50.94468291671762,-124225.04000000001,2023,11
2022-10-23,Janetmouth,239497.16,39116.61,259147.8,371956.24,Utilities,8542.2,54283.38,109861.14,352964.84,87618.61,83.66719254624981,-55577.76,2022,10
2024-04-22,Port Michael,133045.2,189209.22,56246.6,37248.47,Maintenance,6197.09,47394.56,4559.24,256562.86,74517.03,-42.214239972580735,42835.32,2024,4
2023-11-15,New Lauren,440792.04,143331.29,374250.64,61908.7,Rent,2391.21,98299.79,116906.13,172411.1,46478.53,67.48323994235467,-18606.34000000001,2023,11
2022-10-27,Joannshire,279981.92,52015.37,286257.45,115818.44,Maintenance,4740.01,177348.76,23869.47,238547.48,117994.29,81.42188252727176,153479.29,2022,10
2022-07-08,Lake Joelton,143036.3,148346.63,92299.26,161869.38,Rent,3806.23,136659.25,129933.14,334348.68,123996.29,-3.7125750596177456,6726.110000000001,2022,7
2023-11-13,Port Lisa,135429.9,153916.62,450437.46,339774.7,Sales,9172.71,46776.79,145250.1,440338.83,115946.98,-13.65039773343996,-98473.31,2023,11
2023-02-16,Pearsonville,64820.31,247552.3,410398.03,455552.87,Utilities,5665.01,136182.49,146924.45,445975.09,190965.76,-281.90545525005973,-10741.960000000021,2023,2
2023-02-12,Reginaldport,448770.29,95679.8,283660.83,432230.96,Miscellaneous,2143.92,159434.3,138132.17,174545.68,289772.06,78.67956009298209,21302.129999999976,2023,2
2023-08-12,West Andrew,219473.21,255397.76,481041.88,258162.11,Utilities,3849.81,120902.88,79423.38,304617.56,165502.76,-16.368535367027263,41479.5,2023,8
2023-06-24,South Erin,352561.17,293563.18,399975.35,145355.36,Rent,8134.39,37456.61,37895.55,255389.65,225897.14,16.734114536776694,-438.9400000000023,2023,6
2024-04-20,East Zacharyfurt,449174.86,166421.54,201925.38,130973.57,Sales,9271.03,96313.77,38197.08,331507.64,68052.11,62.9494981085985,58116.69,2024,4
2022-12-27,East Anitaside,321819.34,265840.04,371225.28,44636.9,Miscellaneous,2819.7,45633.27,130431.3,36351.17,114625.21,17.394635139081462,-84798.03,2022,12
2022-10-02,North Karashire,116879.65,126308.66,130065.32,477709.46,Maintenance,6252.53,147579.75,99091.45,277737.41,248189.72,-8.067281173412146,48488.3,2022,10
2022-06-05,Lake Natasha,347956.69,201340.51,242121.71,178406.99,Marketing,7129.65,150765.95,99571.49,235411.75,244042.25,42.13633024270923,51194.46000000001,2022,6
2023-07-28,East Anthony,211345.42,66880.09,92450.76,226890.41,Rent,6056.53,194057.51,23122.41,252398.61,272418.81,68.35507956595417,170935.1,2023,7
2024-03-11,Lake Christina,124751.71,179973.32,71508.64,62456.99,Sales,3138.12,46111.85,114113.18,51277.21,272981.2,-44.265212877643116,-68001.32999999999,2024,3
2022-09-29,Berrybury,464920.07,98363.9,32773.09,289128.34,Salaries,6074.64,53358.46,136868.85,94468.84,56936.0,78.84283636109753,-83510.39000000001,2022,9
2023-01-27,West Erinfort,330805.73,258790.0,486441.53,146285.47,Miscellaneous,8384.86,160437.61,22107.86,237437.73,166406.66,21.76979522089898,138329.75,2023,1
2023-03-15,South Vicki,290543.25,12773.44,371344.9,91673.24,Salaries,4505.34,122642.71,51285.55,436383.56,128349.76,95.6036011850215,71357.16,2023,3
2023-05-23,New Johnbury,358897.66,103655.49,30338.1,481356.97,Sales,9195.21,7750.73,144672.63,388603.93,260861.65,71.11837118135571,-136921.9,2023,5
2022-12-21,Jamesberg,417167.09,180983.58,442334.42,357202.63,Salaries,5586.11,36035.3,68696.85,56972.85,282633.42,56.616045623349635,-32661.550000000003,2022,12
2022-11-20,Harrisonville,292757.19,250914.67,446486.35,383260.36,Research and Development,1530.86,113497.56,19391.06,497032.42,232088.16,14.292567844362761,94106.5,2022,11
2022-07-29,North Kenneth,23979.6,102434.04,292503.3,480972.19,Research and Development,9511.72,81133.55,53071.01,124684.26,131090.87,-327.17159585647806,28062.54,2022,7
2023-09-07,West Caleb,123919.87,261705.04,262082.74,195232.43,Research and Development,7675.81,14986.1,115453.64,448720.53,130937.64,-111.18892393931661,-100467.54,2023,9
2023-05-20,Susanport,388087.88,230594.15,260974.13,300138.24,Miscellaneous,5847.36,123447.71,149454.79,161174.85,224569.41,40.581975917413345,-26007.08,2023,5
2023-11-07,Rickyside,221616.11,48958.72,91992.92,342528.31,Maintenance,3855.75,42446.84,103798.62,227107.56,171478.19,77.90832083461802,-61351.78,2023,11
2023-07-11,Michaelside,165308.7,211935.04,387644.33,303948.36,Sales,7512.11,108471.03,144731.08,195032.95,54407.66,-28.20561773215807,-36260.04999999999,2023,7
2024-01-26,Rubioberg,462724.05,161031.6,202212.24,123374.2,Utilities,9341.48,107227.02,56568.43,473063.79,64318.31,65.1992153854981,50658.590000000004,2024,1
2023-11-16,New Sheri,251577.83,260572.67,144874.32,403425.66,Rent,6149.79,146960.6,54632.19,161039.68,86859.81,-3.575370691447663,92328.41,2023,11
2024-02-10,Danielletown,194631.3,8907.67,316002.57,241921.45,Sales,8615.9,33084.82,50023.71,211520.11,295813.56,95.4233106391418,-16938.89,2024,2
2023-07-17,Harringtonville,98316.56,42339.79,410489.55,339050.27,Rent,2032.92,93520.3,66441.24,317127.09,213787.85,56.93524061460246,27079.059999999998,2023,7
2023-10-15,North Sarah,41920.2,100892.71,108087.69,311110.01,Utilities,5629.83,145235.98,100516.02,97317.41,43378.22,-140.67802634529417,44719.96000000001,2023,10
2022-11-23,Allenstad,58930.13,294766.3,55343.33,247854.79,Utilities,6455.22,47176.93,123670.56,143959.38,91289.69,-400.1962493549565,-76493.63,2022,11
2022-07-30,East Alexander,336168.51,88006.15,484472.05,25363.2,Miscellaneous,9818.88,37915.04,68715.28,317653.12,276697.3,73.82082277724348,-30800.239999999998,2022,7
2024-04-17,Roberttown,372575.61,165321.34,166487.13,457737.47,Salaries,4164.08,79408.39,24793.91,490763.37,137326.79,55.62743895125073,54614.479999999996,2024,4
2023-01-04,Susanberg,298606.87,192605.9,194914.33,476861.53,Utilities,2614.25,6500.21,49996.16,134915.61,58572.56,35.4985034336283,-43495.950000000004,2023,1
2022-11-19,East Brady,230471.87,255068.49,111751.5,440735.02,Research and Development,4759.3,128859.53,140417.9,161444.66,14552.22,-10.672287251368246,-11558.369999999995,2022,11
2022-09-30,Brenttown,250291.14,120432.82,264785.38,158536.16,Marketing,2925.88,99663.97,128825.89,213131.27,52027.0,51.88290724154279,-29161.92,2022,9
2023-05-23,East Matthewfurt,51322.57,140567.33,399201.77,224639.25,Utilities,529.17,122522.86,136365.12,295565.68,152422.71,-173.88988899036036,-13842.259999999995,2023,5
2022-10-21,North Danielburgh,494944.58,31838.44,136052.03,62642.62,Utilities,1829.57,10017.84,128037.04,83934.34,107016.02,93.56727171353205,-118019.2,2022,10
2022-06-30,Jessicaborough,343448.54,80330.3,92538.7,210123.52,Salaries,7106.62,167024.04,61645.59,84179.59,291956.34,76.61067361066668,105378.45000000001,2022,6
2023-06-07,South Danielborough,404930.55,218920.37,190283.81,217604.92,Maintenance,1553.19,176048.99,12272.18,223156.59,236212.81,45.936316733820156,163776.81,2023,6
2023-01-25,Jacksonstad,132489.92,246049.89,270928.52,56935.62,Salaries,8168.46,73381.63,65521.35,352967.85,19954.67,-85.71215832872417,7860.280000000006,2023,1
2024-01-27,South Jacob,384515.07,154982.6,271397.08,457553.58,Rent,3261.98,180996.33,135990.47,285973.65,218641.22,59.69401147268428,45005.859999999986,2024,1
2022-06-20,Millerside,110708.01,106136.58,68370.34,455283.47,Research and Development,5832.05,94293.15,6308.79,177489.69,286110.59,4.129267611259559,87984.36,2022,6
2022-10-19,Hamptonside,394628.76,273713.27,362588.8,208486.67,Maintenance,9278.21,76257.46,47977.85,136264.64,140297.48,30.6403136963459,28279.610000000008,2022,10
2024-03-09,Michelleton,143822.38,211390.84,103070.2,374010.81,Miscellaneous,8726.73,115283.7,148341.86,435835.39,50832.24,-46.98049079705119,-33058.15999999999,2024,3
2023-04-10,Joshuafort,122274.75,27461.23,395030.95,19450.7,Utilities,6672.24,176926.42,132908.5,288628.54,280026.89,77.54137301446129,44017.92000000001,2023,4
2022-10-04,North Josephshire,354482.32,6040.09,155696.81,302889.07,Sales,8259.57,165294.22,114510.1,348984.54,171186.14,98.2960814519607,50784.119999999995,2022,10
2022-10-27,North Nicole,167457.06,8271.17,297981.75,155695.12,Utilities,3953.23,94671.3,142343.24,126727.91,176755.9,95.06072183519763,-47671.93999999999,2022,10
2022-07-08,Amyberg,310496.32,79120.37,120208.95,463720.71,Sales,2131.45,85144.64,43466.16,138078.04,241259.48,74.51809734814249,41678.479999999996,2022,7
2023-05-26,North Jasmine,301653.97,49952.44,254164.53,498030.81,Maintenance,5494.82,193643.88,73442.28,403505.4,105217.24,83.44048314696472,120201.6,2023,5
2023-07-14,Willisview,417765.29,134208.23,54316.89,304227.65,Sales,8336.54,29083.09,68487.31,387172.62,77580.81,67.87472937256227,-39404.22,2023,7
2023-01-28,Port Brittanyborough,209989.8,190941.58,308298.97,351012.0,Miscellaneous,2754.82,145701.11,126356.89,402395.75,64671.98,9.07102154485599,19344.219999999987,2023,1
2022-11-22,Annaside,57229.27,26036.91,308134.32,61330.98,Salaries,5275.39,199469.23,14219.29,239226.76,165302.32,54.50420737500233,185249.94,2022,11
2023-10-26,Teresatown,307643.08,271755.03,274597.02,316203.23,Marketing,3451.27,141208.04,4109.79,221613.98,206459.78,11.66548261056286,137098.25,2023,10
2023-10-13,Garrettmouth,107917.6,272113.94,447853.56,249111.56,Marketing,6165.17,91133.46,3357.52,22314.26,129148.97,-152.14973275906803,87775.94,2023,10
2023-07-04,South John,242918.52,224197.62,195586.2,324485.71,Rent,7798.21,33030.67,93785.79,335399.37,21353.22,7.706658183163636,-60755.119999999995,2023,7
2022-08-26,Jeffreychester,165334.11,275909.96,465775.43,416024.73,Salaries,2959.22,192420.43,132610.72,198673.47,127571.97,-66.8802402601617,59809.70999999999,2022,8
2023-07-02,East Nancyside,391079.36,108894.14,75561.16,371483.73,Salaries,7798.64,52413.91,93392.66,435978.24,223026.34,72.15548782732998,-40978.75,2023,7
2023-04-09,New Regina,389745.35,65753.27,23804.38,495881.02,Research and Development,5546.47,177621.07,50293.4,356692.81,45521.67,83.12917139357788,127327.67000000001,2023,4
2023-12-28,South Catherinemouth,296130.25,120142.36,183530.07,308402.26,Sales,8176.58,43701.51,4670.48,289083.37,246991.31,59.42921737985228,39031.03,2023,12
2022-09-28,New Jefferyhaven,113515.17,145451.3,59844.79,356553.55,Marketing,1891.11,129880.86,59874.81,288276.84,247428.75,-28.13379920939201,70006.05,2022,9
2024-03-25,Paulmouth,78224.78,135591.44,433436.11,424686.09,Marketing,1994.08,40177.67,65617.32,279942.42,177923.95,-73.3356616662904,-25439.65000000001,2024,3
2023-11-22,Collinsfurt,247209.95,6177.85,365375.02,148810.99,Miscellaneous,5540.54,173625.42,45662.91,248788.4,35282.11,97.50097032906645,127962.51000000001,2023,11
2022-06-09,Jonesbury,424499.95,252297.05,478366.97,141237.5,Sales,9553.75,178399.77,116871.62,319194.36,248886.62,40.56605895948869,61528.149999999994,2022,6
2024-04-28,North Angela,125417.24,33828.44,73565.78,181570.42,Salaries,7153.44,25080.39,23710.17,266041.63,180005.36,73.02728077894236,1370.2200000000012,2024,4
2023-07-02,North Michelechester,232083.93,266856.62,467307.23,418303.46,Utilities,4950.96,57385.56,45005.77,439750.58,234455.77,-14.982808159100031,12379.79,2023,7
2023-06-16,Lake Eugenemouth,54916.05,217301.38,443752.06,95037.9,Maintenance,1146.74,107898.97,103667.68,395558.44,267517.25,-295.69739629853206,4231.290000000008,2023,6
2022-09-20,East Gilbertberg,115246.23,125790.72,497295.61,491136.41,Marketing,1824.85,169829.16,122714.0,381310.61,96124.42,-9.149531398988067,47115.16,2022,9
2023-09-15,Dunntown,302014.18,249347.66,18844.67,319914.57,Utilities,1649.99,152442.24,30646.78,389814.3,147372.17,17.43842623548338,121795.45999999999,2023,9
2024-03-21,New Sarahbury,273286.19,122615.38,383604.58,430484.3,Utilities,2844.14,128069.03,46354.03,305530.28,33273.18,55.13297616685278,81715.0,2024,3
2022-06-08,West Jimmy,10640.51,156511.1,42859.45,415477.16,Sales,8256.47,17745.33,46883.49,246385.79,236034.63,-1370.898481369784,-29138.159999999996,2022,6
2022-12-10,Lake Charles,476722.25,225264.59,420500.39,316095.51,Salaries,2790.03,34500.26,14211.62,434894.17,178236.58,52.74720447807921,20288.64,2022,12
2022-12-22,Lake Zachary,66267.34,54062.05,479453.94,88505.86,Salaries,1640.52,179902.32,141612.04,290415.46,193356.73,18.41825852674937,38290.28,2022,12
2022-11-10,New Charles,135213.72,125223.01,31366.35,277295.6,Research and Development,6540.56,51105.38,40118.95,244865.12,264462.16,7.388828589288134,10986.43,2022,11
2023-03-30,Lawsonborough,359389.53,255194.49,111516.45,302125.38,Marketing,6720.0,148351.36,102769.59,332365.3,5177.76,28.992230241098017,45581.76999999999,2023,3
2023-08-07,Brookshaven,297756.06,178422.35,391648.72,487483.85,Rent,4310.48,84705.73,52806.49,152320.31,160070.65,40.07767633679731,31899.239999999998,2023,8
2023-03-25,Rogersside,468462.59,73585.35,137451.08,191019.97,Utilities,9719.43,65873.61,135264.85,277464.16,106095.44,84.29216087457483,-69391.24,2023,3
2022-09-30,Michaelton,227890.79,99372.55,333221.64,184154.51,Salaries,7798.32,165701.2,32463.41,361084.69,40130.68,56.39466167105744,133237.79,2022,9
2022-11-28,Kristenborough,467474.31,70686.19,373403.59,127501.39,Utilities,4350.05,112921.35,54093.28,134846.06,5968.73,84.87912843809534,58828.07000000001,2022,11
2023-03-15,West Deniseborough,233146.54,140966.53,309857.37,466810.82,Miscellaneous,1051.04,114783.17,113306.29,238555.68,177753.63,39.53736993051666,1476.8800000000047,2023,3
2023-03-28,Lake Jeff,411744.29,90753.14,240978.05,445922.63,Marketing,6889.06,43328.42,4450.57,103391.63,125099.36,77.95885888302179,38877.85,2023,3
2023-10-27,Pooleport,211543.47,92387.28,144015.33,58883.38,Rent,1130.52,91532.03,60685.54,320907.02,83963.42,56.32704710762284,30846.489999999998,2023,10
2022-05-30,East Paula,353147.62,220606.33,359669.48,139710.16,Maintenance,882.12,43026.32,100322.48,311638.77,271605.36,37.531412501095154,-57296.159999999996,2022,5
2023-08-03,Karenfurt,161160.36,251393.94,124237.91,223350.02,Salaries,6586.45,167752.73,82533.27,348450.29,250344.45,-55.989934497540226,85219.46,2023,8
2022-10-23,Johnsonside,349496.08,44711.18,452550.68,492190.91,Rent,5794.87,199784.31,4217.99,57508.76,253205.61,87.20695808662575,195566.32,2022,10
2024-03-11,Port Amber,440472.4,127243.52,482639.85,402638.69,Research and Development,4074.72,127856.43,32528.62,134105.04,266139.6,71.11203335328162,95327.81,2024,3
2024-04-29,Aprilbury,377168.39,294608.73,36340.62,84984.11,Utilities,2471.12,159229.49,75381.24,132909.95,228123.72,21.889337014695222,83848.24999999999,2024,4
2023-04-26,Port Tiffany,321261.27,149575.53,233765.65,436666.76,Marketing,6427.4,152604.38,32014.29,349223.77,148453.04,53.44115709932916,120590.09,2023,4
2023-03-02,Jamesville,358089.15,49625.45,71325.24,87792.75,Miscellaneous,7470.57,176381.14,131803.91,325150.51,288464.11,86.14159351100137,44577.23000000001,2023,3
2022-08-13,Gibsonberg,489929.61,132425.42,165532.39,128217.63,Utilities,4568.53,130542.86,53257.74,28009.28,50403.07,72.97052121426178,77285.12,2022,8
2023-02-25,Lake Richardton,323039.7,81138.27,168196.82,291890.24,Utilities,5203.55,133247.51,54878.04,491243.75,96449.11,74.88287972035634,78369.47,2023,2
2024-04-13,Aaronfurt,228741.48,84297.06,362954.11,420298.15,Research and Development,1638.68,93055.43,136758.25,55260.99,113963.02,63.147453623190685,-43702.82000000001,2024,4
2023-06-04,South Richardport,160068.36,75005.11,362927.44,432003.18,Salaries,7616.65,90121.48,35278.49,306842.76,74058.53,53.1418264046686,54842.99,2023,6
2023-08-03,Davismouth,95509.77,37243.17,221136.89,62272.83,Rent,7165.23,123463.69,30406.24,193394.21,272769.36,61.005905469147294,93057.45,2023,8
2022-06-26,Ashleeside,495431.06,193972.29,129466.91,394652.84,Salaries,4790.74,35770.74,69751.35,257489.83,105093.65,60.84777365391666,-33980.61000000001,2022,6
2023-01-18,North Adamview,317960.12,232428.93,338406.09,490477.21,Sales,4986.06,35244.56,142744.23,309039.77,156833.8,26.899974122540904,-107499.67000000001,2023,1
2022-11-14,East Douglas,407054.36,213694.48,258646.81,491021.35,Rent,5546.65,150759.84,142732.39,246592.09,167436.34,47.502225501281934,8027.4499999999825,2022,11
